company,avg_salary($),salary_type
RSA_Security%2C_Incorporated,N/A,year
RSI%2C_Inc.,88,year
RTL_Networks,N/A,hour
RYLEM,N/A,year
Rackspace%2C_US_Inc.,96,year
RagingWire_Data_Centers,N/A,year
Railinc_Corporation,N/A,year
RainKing_Solutions,N/A,year
Rainbow_Design_Services%2C_Inc,N/A,year
Raintree_Systems,N/A,year
Rakuten%2C_Inc,102,year
Rally_Software,N/A,year
Rand_Worldwide,72,year
Randstad_Ltd,19,hour
Randstad_North_America,67,year
Ranstad,55,year
Rapid_Response_Monitoring,N/A,hour
Rapid7,91,year
Ratheon_Corp,93,year
Rave_Wireless,66,year
Raven_Software,N/A,year
Raytheon_Co.,99,year
Razer_USA_Ltd,85,year
Reachlocal,N/A,year
Ready_Wireless,N/A,year
ReadyTalk,87,year
Real_Green_Systems,N/A,hour
Real-Time_Innovations,109,year
RealSelf,92,year
Realpage%2C_Inc.,76,year
Recondo_Technology,70,year
Recorded_Books_LLC,N/A,year
Recruiting.com,N/A,year
Red_Arch_Solutions,N/A,year
Red_Hat%2C_Inc.,103,year
Red_River_Computer_Company,109,year
Red_River_Software,N/A,year
Red_Ventures%2C_Inc.,82,year
RedBrick_Health,68,year
RedZone_Technologies,N/A,year
Redline,N/A,year
Reed_Business_Information,69,year
Reed_Elsevier,87,year
Reed_Group%2C_Ltd.,70,year
Reeher,N/A,year
Refinery29,N/A,year
Reflexis,69,year
Reged%2C_Inc,73,year
Rejis,N/A,year
RelayHealth,N/A,year
Reliance_Communications,N/A,year
Reliance_Connects,N/A,year
Reliant_Technologies%2C_Inc.,N/A,year
Relias_Learning,77,year
Renaissance_Learning%2C_Inc.,90,year
Replicon_Inc.,N/A,year
Reply%2C_Inc.,102,year
Reputation.com,84,year
Resource_Data_Inc,N/A,year
Resource_Management_Concpets_(rmc)%2C_Inc.,N/A,year
Retail_Data_Systems,N/A,year
Retail_Solutions,N/A,year
Rethink,N/A,year
Return_Path,83,year
RevUnit,82,year
Revel,85,year
Revention,N/A,hour
Revenue_Solutions_Inc,N/A,year
Revionics,N/A,year
Reynolds_%26_Reynolds_Co,52,year
Rhapsody,N/A,year
Richard_Allen,N/A,year
Ricoh_Corporation,18,hour
RightScale,83,year
Rightpoint,92,year
Rignet%2C_Inc.,N/A,year
Rimini_Street,N/A,year
RingCentral,97,year
Ringgold_Telephone_Company,N/A,hour
Riot_Games,105,year
Rippe_%26_Kingston,N/A,year
Risk_Management_Solutions%2C_Inc.,126,year
Rite-Solutions,78,year
Riverbed_Technology%2C_Inc.,143,year
Riviera_Partners,N/A,year
Robert_Half_International_Inc.,63,year
Robert_Half_Technology,69,year
Rocket_Fuel_Inc.,77,year
Rocket_Lawyer,N/A,year
Rockstar_Games,80,year
Rockstar_San_Diego,N/A,year
Rogue_Wave_Software,96,year
Rohde_and_Schwarz,97,year
Roku,135,year
Rose_International%2C_Inc.,N/A,hour
Rosetta_Stone_Ltd.,74,year
RouteMatch_Software,66,year
Routeone_LLC,89,year
Royal_Cyber_Inc.,N/A,year
Rubicon,71,year
Ruby_Receptionists,85,year
Rural_Sourcing_Inc,66,year
RxEOB,N/A,year
S%26K_Aerospace,62,year
S4,N/A,year
SAC_Wireless,77,year
SAI_Global_Ltd,87,year
SAP,104,year
SAP_America%2C_Inc.,105,year
SAS_Institute_Inc.,97,year
SAVO,N/A,year
SAWTST,N/A,year
SBA_Network_Services%2C_Inc.,64,year
SBAC,N/A,year
SBM_Site_Services_L.L.C.,79,year
SCA_Technologies,N/A,year
SCC_Soft_Computer_Company,N/A,year
SDL_Tridion,N/A,year
SDLC_Partners,74,year
SDS_Corporation,N/A,year
SDS_International,N/A,year
SE2,56,year
SEI_-_Service_Express,65,year
SENTAR,90,year
SEO.com,N/A,year
SEOmoz,101,year
SES_Americom%2C_Inc.,104,year
SES_S.A.,118,year
SGT_Inc,85,year
SHI_International_Corp,61,year
SHYFT_Analytics,N/A,year
SIRIUS_Communications,N/A,year
SISU_Medical_Solutions,78,year
SKC_Communications,N/A,year
SLK,N/A,year
SMS_Assist,73,year
SMS_Holdings%2C_Inc.,N/A,year
SNL_Financial_Inc.,N/A,year
SOLUTE_Consulting,78,year
SOURCEHOV,N/A,year
SPI_Global_CRM,N/A,hour
SPI_Technologies,N/A,year
SPS_Commerce,73,year
SRA_International%2C_Inc.,N/A,year
SRC_Technology_Solutions,68,year
SS%26C_Technologies%2C_Inc.,76,year
SSB_Bart_Group,N/A,year
SSEC,N/A,year
SSH_Communications_Security,N/A,year
STAT_Communications,N/A,hour
STS,75,year
SWC_Technology_Partners,73,year
SYSCOM%2C_Inc.,N/A,year
Saama_Technologies%2C_Inc.,N/A,year
Saba_Software_Inc.,N/A,year
Sabre,101,year
Sabre_Group_Holdings_Inc,120,year
Sabre_Industries,17,hour
Sabre_Systems%2C_Inc.,84,year
SabreTooth_Technologies,N/A,year
Sage_Consulting_Group,69,year
Sage_Software%2C_Inc.,85,year
Sagem_Morpho%2C_Inc.,N/A,year
Sageworks_Inc.,65,year
Sagitec_Solutions,68,year
Salary.Com,N/A,year
Salesforce.com%2C_Inc.,117,year
Salient_Corporation,82,year
Samsung,103,year
Samsung_Electronics_Ltd.,100,year
Samsung_Telecommunications,N/A,year
Samsung_Telecommunications_of_America,93,year
San_Antonio_Police_Department,N/A,year
Sandhills_Publishing,65,year
Sandisk_Corp,114,year
Sandler_Partners,N/A,year
Sapient_Corporation,106,year
Satcom_Direct,102,year
Satori_Software%2C_Inc.,N/A,year
Saturn_Systems,N/A,year
Savana_Inc,N/A,year
Savant,67,year
Savi_Technology%2C_Inc.,N/A,year
Say_Media,83,year
Scansource%2C_Inc.,63,year
Schell_Games,N/A,year
SchoolDude.com,N/A,year
Schr%C3%B6dinger%2C_LLC,124,year
SciQuest,82,year
Science_Applications_International_Corporation_(SAIC),94,year
Science_Systems_and_Applications%2C_Inc.,104,year
ScienceLogic,93,year
Scientific_Games_Corporation,76,year
Scientific_Research_Corporation,88,year
Scientific_Technologies_Corporation,N/A,year
Scoop,N/A,year
Scriptpro_LLC,N/A,year
Seagate_Technology%2C_Inc.,93,year
Seagull_Scientific,79,year
Search_Influence,N/A,year
Search_Technologies,N/A,year
Sears_Centre_Arena,N/A,hour
Sebastians,N/A,hour
Secant_Technologies,N/A,year
Secure-24,70,year
Securenet%2C_Inc.,N/A,hour
Secureworks,113,year
Securitas_Security_Services_Usa%2C_Inc.,13,hour
SecurityCoverage,15,hour
Securus_Technologies%2C_Inc.,76,year
Sefnco_Communications,25,hour
Sega_Inc,N/A,year
Segue_Technologies,N/A,year
Seibels_Bruce_Group,57,year
SemanticBits,109,year
Seminole_County_Sheriff%27s_Office,N/A,hour
Sendgrid,83,year
Sentek_Global,104,year
Sentinel_Technologies,76,year
Sentrillion,N/A,year
Sentry_Data_Systems,83,year
Sequent,N/A,year
Serco_-_Na,80,year
Sermo_Inc,N/A,year
Sertec_Corporation,N/A,hour
ServerCentral,N/A,year
Service_800,N/A,hour
Service_Management_Group,63,year
ServiceMax,114,year
ServiceNow,118,year
Servicesource,60,year
Servion,N/A,year
Sesame_Communications,N/A,year
SevOne,95,year
Sevatec,90,year
ShawnTech_Communications,N/A,year
Shazam%2C_Inc.,81,year
Shentel,15,hour
Shields_Environmental_Inc.,N/A,year
ShopKeep,N/A,year
Shopify,117,year
Shoppertrak_Corporation,N/A,year
Shoptech_Industrial_Software,N/A,year
Shoregroup%2C_Inc.,N/A,year
Shoretel%2C_Inc.,87,year
ShowClix%2C_Inc,N/A,year
ShowingTime,76,year
Shutterstock,85,year
Siemens_Automation_%26_Drives,81,year
Siemens_Plm_Software,106,year
Sierra_Nevada_Corporation,90,year
Sierra_Wireless_Inc.,N/A,year
Sigmanet%2C_Inc.,N/A,year
Signal,18,hour
Signpost,N/A,year
Sila_Solutions_Group,97,year
Silicon_Graphics_International,N/A,year
SilkRoad_Technologies,93,year
Silver_Spring_Networks%2C_Inc.,126,year
Silverchair_Holdings,N/A,year
Simon_and_Schuster%2C_Inc,59,year
Simpleview,63,year
Single_Digits,N/A,hour
SingleHop,61,year
Singlewire_Software,N/A,year
Singtel,N/A,year
SintecMedia,N/A,year
Sirius,121,year
Sirius_Computer_Solutions%2C_Inc.,86,year
Sirius_Satellite_Radio_Inc.,N/A,year
Sirius_Xm_Radio_Inc.,109,year
Sirsidynix,N/A,year
Sita_Corp,97,year
SiteMinder,N/A,year
Sitecore,87,year
Six-S_Inc.,N/A,year
Skidata,71,year
SkillSurvey,N/A,year
Skilled_Nursing_Pharmacy,N/A,hour
Skillsoft_Corporation,98,year
Skookum,72,year
SkySlope,N/A,year
Skyline_Technologies%2C_Inc.,N/A,year
Skylla_Engineering%2C_Ltd,N/A,year
Skyward,77,year
Slack_Incorporated,112,year
Smarsh,90,year
Smart_City,N/A,hour
Smart_City_Networks,N/A,year
Smart_Communications,N/A,year
Smartronix%2C_Inc.,98,year
Smartsheet,99,year
Smashing_Ideas,N/A,year
Smith_Micro_Software,N/A,year
Smooth_Fusion%2C_Inc.,N/A,year
Snagajob.Com,77,year
Snapchat,102,year
Social_Solutions,61,year
Socius,N/A,year
Socrata,98,year
SoftVision,103,year
Softchoice_Corporation,N/A,year
Softeon_Inc,68,year
SofterWare,N/A,year
Softrek_Corporation,58,year
Softtek,N/A,year
Software_Ag%2C_Inc.,99,year
Software_Technology_Group,85,year
SoftwareONE,76,year
Softway_Solutions,N/A,year
Softwriters,N/A,year
Sogeti%2C_Inc,90,year
Sogeti_USA_LLC,74,year
Solarwinds,76,year
Solera,69,year
Solera%2C_Inc.,81,year
Solers%2C_Inc.,78,year
Solidworks_Corporation,N/A,year
Solium_Capital,64,year
Solstice,81,year
Solstice_Consulting,83,year
Solugenix,N/A,year
Solutionary%2C_Inc.,74,year
Solutionreach%2C_Inc.,N/A,year
Solutions_by_Design,N/A,year
Some_Company,83,year
Somethin_Else,N/A,year
Something_Digital,N/A,year
Sonic_Foundry,N/A,year
Sonic.net,17,hour
Sonicwall%2C_Inc.,116,year
Sonus_Network,N/A,year
Sonus_Networks,101,year
Sony_Computer_Entertainment,122,year
Sony_Computer_Entertainment_America_Inc._(SCEA),N/A,year
Sony_Corporation_of_America,N/A,year
Sony_Ericsson_Mobile_Communications%2C_Inc.,N/A,year
Sony_Online_Entertainment_Inc,N/A,year
Sony_Pictures_Entertainment,97,year
Sophisticated_Systems,N/A,year
Sophos%2C_Inc.,118,year
Sorenson_Communications%2C_Inc.,23,hour
Sorenson_Media,75,year
South_Florida_Eye_Associates,N/A,hour
Space_Dynamics_Laboratory,76,year
Space_Systems%2FLoral,101,year
Sparc_Inc,N/A,year
Spawar,83,year
Spawar_Systems_Center,N/A,year
Spectra_Logic,N/A,year
Spectrotel,N/A,year
Spectrum,19,hour
Spencer_Technologies%2C_Inc,20,hour
Speridian_Technologies,N/A,year
Speros_Inc,N/A,hour
Spherexx,N/A,year
Spiceworks,N/A,year
Spillman_Technologies,N/A,year
Spinnaker_Management,N/A,year
Spirent_Communications,123,year
Splunk,125,year
Spokane_County,N/A,hour
Sport_View_Technologies,N/A,year
Sports_Illustrated,N/A,year
SpotXchange%2C_Inc.,75,year
Spotify,110,year
Spring_Mobile,37,year
SpringCM,71,year
Springboard_Media,N/A,year
Springbrook_Software,N/A,year
Springer,79,year
Springer-Verlag,N/A,year
Sprinklr_Inc.,93,year
Sprint_Nextel_Corporation,71,year
SproutLoud_Media_Networks,65,year
Square%2C_Inc.,119,year
Stamps.com,84,year
Star2Star_Communications,N/A,year
Stardock,N/A,year
Startek%2C_Inc.,11,hour
Startup,106,year
Starz_Entertainment_Group_LLC,N/A,year
State_Information_Technology_Agency,N/A,year
State_of_Colorado_(CO),59,year
State_of_Hawaii_(HI),53,year
State_of_Illinois_(IL),69,year
State_of_Iowa_(IA),58,year
State_of_Louisiana_(LA),61,year
State_of_Michigan_(MI),27,hour
State_of_Missouri_(MO),47,year
Stats_LLC,74,year
Stayinfront_Inc,N/A,year
Stefanini_IT_Solutions,17,hour
Stericycle%2C_Inc.,76,year
Stg%2C_Inc.,72,year
Stoltenberg_Consulting,N/A,year
StorageCraft,85,year
Strata_Decision_Technology,89,year
Strategic_Communications,N/A,year
Strategic_Staffing_Solutions%2C_Inc.,54,year
Strategic_Systems,N/A,year
Stratix,N/A,year
Substantial,N/A,year
Successfactors%2C_Inc.,108,year
Suddenlink,N/A,hour
Suddenlink_Communications,17,hour
Sumaria,90,year
Summa_Technologies,73,year
Sumtotal_Systems%2C_Inc.,N/A,year
SunGard_Availability_Services,84,year
SunGard_Data_Systems,90,year
Sungard_Hte%2C_Inc.,N/A,year
Sunquest_Inc.,90,year
Sunrise_Systems%2C_Inc.,N/A,hour
Super_Systems%2C_Inc.,N/A,year
Supercircuits,N/A,year
Supermicro,93,year
Support.com,N/A,hour
Surgical_Information_Systems,N/A,year
Survey_Sampling_International,61,year
Sutherland_Global_Services_Inc.,15,hour
Swiftpage,N/A,year
SwipeClock,N/A,year
Swish_Maintenance,N/A,year
Swisslog,85,year
SyCom_Technologies,N/A,year
Sykes,12,hour
Sykes_Enterprises%2C_Incorporated,13,hour
Symantec_Corporation,105,year
Symitar,N/A,year
Symmetry_Corporation,N/A,year
Syn-tech_Systems%2C_Inc.,N/A,year
Synacor%2C_Inc.,N/A,year
Synapse,92,year
Synaptics_Incorporated,118,year
Syncfusion,N/A,year
Synchronoss,100,year
Syncsort_Inc.,83,year
Synechron_%2CLLC,92,year
Synechron_Technologies,107,year
Synergetics%2C_Inc.,N/A,year
Synergy_Global_Solutions,N/A,year
Syniverse_Technologies%2C_Inc.,110,year
Synnex_Corporation,59,year
Synopsys%2C_Inc,127,year
Synoptek%2C_Inc.,76,year
Syntel%2C_Inc.,91,year
Syntel%2C_LLC,N/A,year
Synter_Resource_Group,N/A,year
Syringa_Networks_LLC,N/A,year
Syspro_Software,79,year
Systech_International,N/A,year
Systema_Software,N/A,year
Systems_Unlimited,N/A,year
T-Mobile%2C_Inc.,91,year
T-_Systems,88,year
T-Systems_North_America%2C_Inc.,N/A,year
T2_Systems%2C_Inc,71,year
TASC,63,year
TASER_International,85,year
TATA_International_Ltd,87,year
TATC_Consulting,N/A,year
TCC_Group,N/A,year
TCS_America,97,year
TCSI,N/A,year
TDK_Technologies,90,year
TDS_Telecom,69,year
TECTONIC_Engineering,N/A,hour
TEKsystems%2C_Inc,25,hour
TELUS_International,69,year
TEOCO,68,year
TING%2C_Inc.,N/A,year
TMA_Systems,N/A,year
TMG_Health_Inc.,N/A,hour
TMW_Systems,79,year
TNS%2C_Inc,N/A,year
TNT_Dental,50,year
TRAX_Usa_Corp,N/A,year
TRUSTe,N/A,year
TSG%2C_Inc.,N/A,year
TSI_Healthcare,N/A,hour
TSI_Solutions,N/A,year
TSPi,N/A,year
TSymmetry,N/A,year
TTS_Wireless,N/A,year
TUNE%2C_Inc.,100,year
TWC_Services,20,hour
Tableau_Software%2C_Inc.,89,year
Take_2_Interactive,87,year
Take-Two_Interactive_Software%2C_Inc,95,year
Talend,83,year
TalentWise,N/A,year
Talisen_Technologies,N/A,year
Tallan%2C_Inc.,N/A,year
Tango_Management_Consulting,77,year
Tangoe%2C_Inc.,80,year
Tantus_Technologies,N/A,year
Taos,N/A,year
Tapestry_Solutions_Inc.,87,year
Tata_Communications_Ltd,N/A,year
Tata_Consultancy_Services_Limited,80,year
Tatitlek,N/A,year
Tavant_Technologies_Inc,107,year
Taylor_%26_Francis_Group%2C_LLC,N/A,year
TeamPraxis,N/A,year
Tech_Data_Corporation,64,year
Tech_Electronics,N/A,year
Tech_Usa,N/A,year
TechMD,N/A,year
TechSoup_Global,N/A,year
Techmahindra_Ltd,82,year
Technatomy,N/A,year
Technekes,N/A,year
Technica_Corporation,84,year
Technicolor,111,year
Technology_Integration_Group,N/A,hour
Technology_Services_Group,66,year
Technology_Solutions_Group,N/A,year
Technosoft_Corporation,81,year
Techsmith_Corporation,79,year
Techtarget%2C_Inc.,55,year
Tecsys_Inc.,N/A,year
Tecture,N/A,year
Tek_Industries,N/A,year
TekScape,N/A,year
Teklinks,74,year
Teladoc,83,year
Telaid_Industries,N/A,year
Telamon_Corporation,74,year
Telarix_Inc,72,year
Tele_Inc,N/A,hour
Tele-Optics%2C_Inc,N/A,hour
TeleCommunication_Systems%2C_Inc.,73,year
TeleServices_Direct,N/A,year
Telefonica,N/A,year
Telehealth_Services,N/A,year
Telenetwork_Inc,N/A,hour
Telepacific_Communications,N/A,year
Teleperformance,14,hour
Teleperformance%2C_Usa,14,hour
Telephone_and_Data_Systems,N/A,year
Telephonics_Corporation,95,year
Telerent_Leasing_Corporation,N/A,year
Telesis%2C_Inc.,63,year
Teletech,14,hour
Teletech_Holdings_Inc.,14,hour
Teletrac_Inc.,85,year
Tellabs_Inc.,N/A,year
Telltale_Games,N/A,year
Telnet,N/A,year
Telogis,N/A,year
Telos_Corporation,83,year
Telstrat,N/A,year
Telular_Corporation,N/A,year
Telus_Corporation,N/A,year
Telvista%2C_Inc.,N/A,year
Temenos,78,year
Tempest_Telecom_Solutions,N/A,year
Tempus_Nova,N/A,year
Tenable_Network_Security,98,year
Tencent,N/A,year
Tendril,79,year
Tenmast_Software,N/A,year
Teradata_Corp,116,year
Terma_Software_Labs,N/A,year
Tesinc,N/A,hour
Tessco_Technologies_Incorporated,N/A,year
Test_Company_Corp_Inc,N/A,year
Test%2C_Inc.,89,year
TestOut,N/A,year
Texas_Army_National_Guard,N/A,year
Texas_Legislative_Council,N/A,year
Textura,N/A,year
Thales,99,year
The_ADP_Group,84,year
The_Active_Network%2C_Inc.,59,year
The_Advisory_Board_Company,63,year
The_American_Chemical_Society,91,year
The_Booksource,59,year
The_Brixton_Group,N/A,hour
The_Buxton_Company,N/A,year
The_CBORD_Group%2C_Inc.,76,year
The_CISCO_Companies,N/A,year
The_CSC_Group,N/A,year
The_Centech_Group,N/A,year
The_Center_for_Organizational_Excellence,N/A,year
The_City_of_Las_Vegas_(Nevada),80,year
The_Eastridge_Group,N/A,year
The_Echo_Group,N/A,year
The_Foundry,N/A,year
The_Game_Show_Network,N/A,year
The_Golf_Channel,N/A,year
The_Hudson_Group,96,year
The_IT_Group,57,year
The_Institute_of_Electrical_and_Electronics_Engineers%2C_Inc._(IEEE),70,year
The_Intermedia_Group,N/A,hour
The_Judge_Group,35,hour
The_Kemtah_Group%2C_Inc,N/A,hour
The_Kinetix_Group,73,year
The_Knowland_Group,N/A,year
The_Lampo_Group,73,year
The_Library_Corporation,N/A,year
The_Los_Angeles_Superior_Court,69,year
The_MITRE_Corporation,115,year
The_Marcus_Buckingham_Company,N/A,year
The_Massachusetts_Medical_Society,N/A,year
The_Mathworks%2C_Inc.,116,year
The_Monitor_Group,N/A,year
The_Motley_Fool,87,year
The_Nerdery,98,year
The_Nielsen_Company,81,year
The_Omni_Group,N/A,hour
The_Rainmaker_Group,N/A,year
The_Rand_Group,N/A,year
The_Rubicon_Project,N/A,year
The_SSI_Group,74,year
The_Salem_Group,N/A,year
The_Sedona_Group,N/A,hour
The_Service_Source%2C_Inc,N/A,hour
The_Taunton_Press,N/A,year
The_Toluna_Group,N/A,year
The_Trizetto_Group%2C_Inc.,74,year
The_Ultimate_Software_group%2C_Inc,87,year
The_VGM_Group%2C_Inc,N/A,hour
The_Weather_Channel%2C_Inc.,N/A,year
The_Workplace_Group,N/A,year
The_Worksource,N/A,year
ThePlatform,N/A,year
Theladders%2C_Inc.,71,year
Thermopylae_Sciences_and_Technology,89,year
Think_Finance,N/A,year
Thinking_Phone_Networks,N/A,year
Third_Wave_Systems,N/A,year
Thomas_L._Cardella_%26_Associates,N/A,year
Thomas_Publishing_Company,N/A,year
Thomson_CompuMark,N/A,year
Thomson_Reuters,93,year
Thomson_-_West,90,year
Thoughtworks%2C_Inc.,123,year
Three_Wire_Systems,N/A,year
TiVo_Inc,109,year
Tibco_Software_Inc.,99,year
TicketNetwork.com,N/A,year
Ticketmaster%2C_LLC,110,year
Tideworks_Technology,N/A,year
Tiempo_Development,N/A,year
TierPoint,N/A,year
TigerSpike,N/A,year
Tigerpaw_Software,N/A,year
Tigo,N/A,year
Tilson_Technology_Management,81,year
Time_Timer,N/A,year
Time_Warner_Cable_Company,70,year
Time_Warner_Cable_Media_Sales,N/A,year
Time_Warner_Inc.,99,year
Titan_SEO,N/A,year
Tonic_Design,N/A,year
TopSpot,49,year
Torch_Technologies,89,year
Toshiba,85,year
Tower_Engineering,60,year
Towerstream_Corp,N/A,year
Town_of_Ocean_City,N/A,hour
Trace_Inc.,69,year
Trace3,77,year
Tracfone_Wireless%2C_Inc.,74,year
Trademark_5150,N/A,year
Trading_Technologies_Inc,N/A,year
TransUnion%2C_LLC,101,year
Transaction_Network_Services%2C_Inc,N/A,year
Transcom_International_Inc,N/A,hour
Translations.Com%2C_Inc.,N/A,year
Transperfect_Translations%2C_Ltd,74,year
Transzap,N/A,year
Trapeze_Group,N/A,year
Trapeze_Software_Group,N/A,year
Travelclick%2C_Inc.,57,year
Trax_Technologies,N/A,year
Tremor_Media,N/A,year
Trend_Micro_Incorporated,90,year
Treyarch_Corp,N/A,year
Tri-County_Telephone,N/A,year
Trianz%2C_Inc.,N/A,year
Trident_Technologies,N/A,year
Trifecta_Technologies,N/A,year
Trimble,85,year
Trimble_Navigation_Limited,N/A,year
Trimble_Navigation%2C_Ltd,95,year
Trinet,93,year
Trinity_Technology_Group,N/A,year
Trintech_Group_Plc.,64,year
Trion_World_Network,N/A,year
TripAdvisor%2C_Inc.,105,year
Tripwire%2C_Inc.,100,year
Trisept_Solutions,N/A,year
Tritech_Software_Systems,68,year
Triton_Digital,N/A,year
Trofholz_Technologies,79,year
Trowbridge_%26_Trowbridge,66,year
True_Influence,N/A,year
Trustwave,99,year
Truven_Health_Analytics,83,year
TubeMogul,N/A,year
Tucows%2C_Inc.,66,year
TuneCore,71,year
Turbine%2C_Inc.,N/A,hour
Turning_Technologies%2C_LLC,54,year
TurningPoint_Global_Solutions,N/A,year
Turtle_Rock_Studios,N/A,year
Tw_Telecom_Inc,N/A,year
Twd_%26_Associates,83,year
Twilio,120,year
Twitter,117,year
Tyco_Integrated_Systems,61,year
Tyco_International_Ltd,N/A,year
Tyler_Companies,N/A,year
Tyler_Technologies%2C_Inc.,81,year
Tyler_Technology,76,year
travelport_inc.,91,year
U.S._Air_Force_(USAF),68,year
U.S._Army,67,year
U.S._Army%27s_Civilian_Work_Force,91,year
U.S._CAD%2C_Inc,N/A,year
U.S._Cellular_Corporation,81,year
U.S._Census_Bureau,18,hour
U.S._Customs_and_Border_Protection,90,year
U.S._Department_Of_Agriculture,67,year
U.S._Department_Of_State,100,year
U.S._Department_of_Agriculture,67,year
U.S._Department_of_Defense,85,year
U.S._Department_of_Homeland_Security,88,year
U.S._Department_of_Justice,81,year
U.S._Department_of_State,100,year
U.S._House_of_Representatives,53,year
U.S._Information_Technologies,N/A,year
U.S._Marine_Corps,57,year
U.S._News_%26_World_Report,79,year
UDP,N/A,year
UDT,N/A,year
URAC,N/A,year
US_Tech_Solutions,N/A,hour
USA_Datanet_(USAD),N/A,year
USAN,66,year
USM_Business_Systems,N/A,hour
UST_Global_Inc,97,year
UTG,N/A,year
UTRS,N/A,year
UXC,N/A,year
Uber_Technologies%2C_Inc.,106,year
Ubiquiti_Networks,97,year
Ubisoft_Entertainment_Inc.,75,year
Uievolution,N/A,year
Ultimate,76,year
Ultra_Electronics,84,year
Ultramain_Systems,N/A,year
Undertone_Networks,N/A,year
Underwriters_Laboratories%2C_Inc.,71,year
UniTek_USA,N/A,year
Unicom_Corp,N/A,year
Union_Street_Media,N/A,hour
Union_Telephone_Company,N/A,hour
Unisys_Corporation,86,year
United_States_Air_National_Guard,66,year
United_States_Department_of_Defense,78,year
United_States_Marines_Corp,50,year
United_States_Secret_Service,N/A,year
Unitrends,N/A,year
Universal_Consulting_Services,N/A,year
Universal_E-Business_Solutions,N/A,year
Universal_Service_Administrative_Company,N/A,year
Universal_Services,16,hour
Univision_Communications_Incorporated,58,year
Unlimited_Technology,N/A,year
Uptake,102,year
Uptime_Institute,N/A,year
Urban_Science,72,year
Us_Military,59,year
Usda_-_Nrcs,65,year
Utility%2C_Inc.,64,year
uShip,88,year
VC3%2C_Inc.,60,year
VCE,N/A,year
VCPI,N/A,year
VDart,N/A,year
VENTECH_Solutions,N/A,year
VMC_Consulting_Corporation,N/A,year
VPSI%2C_Inc.,N/A,year
VT_Services,N/A,year
VXI_Global_Solutions,N/A,hour
Vaco,63,year
Valence_Health,N/A,year
ValidaTek,87,year
ValueCentric,57,year
Valuemomentum,87,year
Valve_Corporation,N/A,year
VarData,N/A,hour
VariQ,67,year
Varonis,74,year
Varsity_Tutors,17,hour
Vecna_Technologies%2C_Inc.,N/A,year
Vector_Resources,N/A,hour
Vectrus,81,year
Veeam_Software,84,year
Velir,92,year
Velocitel_Inc.,N/A,year
Velocity_Services_Inc,N/A,hour
Velocity_Technology_Solutions%2C_Inc,N/A,year
Vencore%2C_Inc.,96,year
Vendavo,N/A,year
Ventiv,N/A,year
Venture_Technologies%2C_Inc.,N/A,year
Veracity_Networks,N/A,year
Veredus,N/A,year
VeriStor,N/A,year
Vericom,N/A,year
Verifone%2C_Inc.,104,year
Verigent,N/A,year
Verimatrix,135,year
Verint_Inc.,N/A,year
Verint_Systems_Inc.,87,year
Verisign%2C_Inc.,103,year
Verisk_Analytics,88,year
Veritas_Software_Corp,114,year
Verizon_Business_Inc.,90,year
Verizon_Communications%2C_Inc.,98,year
Verizon_Information_Services,81,year
Verizon_Wireless,79,year
Vermont_Information_Processing,68,year
Verndale,N/A,year
Vero,19,hour
VersionOne,N/A,year
Versus,N/A,year
Vertafore%2C_Inc.,71,year
Vertex%2C_Inc.,78,year
Vertical,N/A,year
Vertical_Alliance,N/A,year
Vertical_Communications,N/A,year
Vesta_Corporation,87,year
ViaWest_Inc.,69,year
Viaero_Wireless,N/A,hour
Viasat%2C_Inc.,96,year
Vibes_Media,78,year
Vicarious_Visions,N/A,year
Videology%2C_Inc.,77,year
Viewpoint_Construction_Software,79,year
VinSolutions,65,year
Virgin,92,year
Virteva,N/A,hour
Virtual_Graffiti,N/A,year
Virtual_Hold_Technology,59,year
Virtusa_Corp.,105,year
Visa%2C_Inc.,121,year
Vision_Critical,N/A,year
Vision_Solutions,N/A,year
Vision_Technologies,N/A,year
Vision33,N/A,year
Visionary_Integration_Professionals%2C_LLC,N/A,year
Visionweb,N/A,year
Vistaprint_Inc,99,year
Vistronix%2C_Inc.,N/A,year
Visual_Concepts%2C_Inc,N/A,year
Visual_Impressions,N/A,year
Vital_Images%2C_Inc.,N/A,year
Vitals,92,year
Vitalyst,N/A,year
Vitech,N/A,year
Vitech_Systems_Group%2C_Inc.,98,year
Vivid_Learning_Systems,N/A,year
Vlink,N/A,year
Vmdo_Architects_P.C.,N/A,year
Vmware%2C_Inc.,122,year
VoIP_Innovations,N/A,year
Vocera,114,year
Vodafone,92,year
VoiceBox_Technologies,100,year
Volaris,N/A,year
Volition,N/A,year
Vology,73,year
Volt_Information_Sciences%2C_Inc.,N/A,year
Volt_Services_Group_%2F_Volt_Information_Sciences%2C_Inc,19,hour
Volusion,54,year
Vonage,104,year
Vox,72,year
Vsoft,N/A,year
Vtech,N/A,year
WGN_TV,N/A,year
WGSN,N/A,year
WMC_Global,N/A,year
WQAD,N/A,year
WTS_Paradigm,N/A,year
WWD,N/A,year
Wachter_Corporation,25,hour
Wand_Corporation,N/A,year
Wargaming.net,67,year
Warner_Bros._Entertainment_Inc.,96,year
Warner_Music_Group,70,year
Watch_Tv_Co.,N/A,hour
WatchMeGrow,N/A,hour
Watchguard_Technologies%2C_Inc,N/A,year
Waterfield_Technologies,N/A,year
